Utbildningsområde,Utbildningsnamn,Län,Kommun,Antal kommuner,Flera kommuner,YH-poäng,Utbildningsanordnare,Ansökningsomgång,Diarienummer
Data/IT,Virtual Reality-utvecklare,Stockholm,Solna,1,False,400,Nackademin AB,2021,MYH 2021/3795
Data/IT,Webbutvecklare,Jönköping,Jönköping,1,False,400,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/4129
Data/IT,Webbutvecklare,Västra Götaland,Göteborg,1,False,400,"Göteborgs Stad, Yrgo",2021,MYH 2021/3787
Data/IT,Webbutvecklare .NET,Jönköping,Värnamo,1,False,400,Tekniska Högskolan i Jönköping AB,2021,MYH 2021/4160
Data/IT,Webbutvecklare FrontEnd,Flera kommuner,Flera kommuner,2,True,400,Borås Stad - Borås Yrkeshögskola,2021,MYH 2021/3920
Data/IT,Webbutvecklare inom .NET,Halland,Halmstad,1,False,400,EC Utbildning AB Halmstad,2021,MYH 2021/3692
Data/IT,Webbutvecklare inom .NET,Värmland,Karlstad,1,False,400,EC Utbildning AB Örebro,2021,MYH 2021/3374
Data/IT,Webbutvecklare inom .NET,Västra Götaland,Göteborg,1,False,400,EC Utbildning AB Göteborg,2021,MYH 2021/3689
Data/IT,Webbutvecklare inom .NET,Örebro,Örebro,1,False,400,EC Utbildning AB Örebro,2021,MYH 2021/3389
Data/IT,XR Creative Developer,Stockholm,Stockholm,1,False,400,Hyper Island Program AB - Stockholm,2021,MYH 2021/3716
"Ekonomi, administration och försäljning",Administratör inom vård och omsorg och funktionsstöd,Västra Götaland,Göteborg,1,False,200,"Göteborgs Stad, Yrgo",2021,MYH 2021/3563
"Ekonomi, administration och försäljning",Bank- och försäkringsrådgivare,Västra Götaland,Göteborg,1,False,400,"Göteborgs Stad, Yrgo",2021,MYH 2021/3904
"Ekonomi, administration och försäljning",Butiksledare inom handel och dagligvaror,Stockholm,Stockholm,1,False,300,"Stockholms stad, Frans Schartaus Handelsinstitut",2021,MYH 2021/3929
"Ekonomi, administration och försäljning",Customer Experience Specialist,Stockholm,Stockholm,1,False,420,IHM Business School AB Stockholm,2021,MYH 2021/3417
"Ekonomi, administration och försäljning",Demand chain management - digitala lösningar för hållbara globala försörjningskedjor   ,Flera kommuner,Flera kommuner,2,True,425,One Academy AB,2021,MYH 2021/4400
"Ekonomi, administration och försäljning",Digital Analytics,Stockholm,Stockholm,1,False,320,Medieinstitutet i Sverige AB,2021,MYH 2021/4340
"Ekonomi, administration och försäljning",Digital Analytiker,Skåne,Malmö,1,False,320,Medieinstitutet i Sverige AB,2021,MYH 2021/4339
"Ekonomi, administration och försäljning",Digital Business Developer,Västra Götaland,Borås,1,False,400,Borås Stad - Borås Yrkeshögskola,2021,MYH 2021/3913
"Ekonomi, administration och försäljning",Digital Marketing Specialist ,Västra Götaland,Göteborg,1,False,400,IHM Business School AB Göteborg,2021,MYH 2021/3304
"Ekonomi, administration och försäljning",Digital marknadsförare,Stockholm,Solna,1,False,400,Sälj & Marknadshögskolan i Sverige AB - Stockholm,2021,MYH 2021/3179
"Ekonomi, administration och försäljning",Digital marknadsförare,Stockholm,Stockholm,1,False,400,Stockholms Internationella Handelsskola AB,2021,MYH 2021/3695
"Ekonomi, administration och försäljning",Digital marknadsföringsspecialist,Jönköping,Jönköping,1,False,410,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3625
"Ekonomi, administration och försäljning",Digital Store Manager,Flera kommuner,Flera kommuner,5,True,300,"Uddevalla kommun, Vuxenutbildningen",2021,MYH 2021/3217
"Ekonomi, administration och försäljning",Eco Sale,Stockholm,Solna,1,False,210,Hermods AB Stockholm,2021,MYH 2021/3184
"Ekonomi, administration och försäljning",E-Commerce Logistiker,Stockholm,Stockholm,1,False,400,IHM Business School AB Stockholm,2021,MYH 2021/3476
"Ekonomi, administration och försäljning",E-Commerce Manager,Jönköping,Jönköping,1,False,415,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3687
"Ekonomi, administration och försäljning",E-Commerce Product Manager,Flera kommuner,Flera kommuner,4,True,400,"Uddevalla kommun, Vuxenutbildningen",2021,MYH 2021/3216
"Ekonomi, administration och försäljning",Ekonomi- och redovisningskonsult,Västra Götaland,Göteborg,1,False,400,"Göteborgs Stad, Yrgo",2021,MYH 2021/4085
"Ekonomi, administration och försäljning",Försäkringsrådgivare/Skadereglerare/Riskbedömare ,Stockholm,Stockholm,1,False,400,Företagsekonomiska Institutet 1888 AB,2021,MYH 2021/4123
"Ekonomi, administration och försäljning",Inköpare med hållbarhetskompetens,Stockholm,Stockholm,1,False,400,Näringslivsakademin,2021,MYH 2021/3404
"Ekonomi, administration och försäljning",Key Account Manager,Flera kommuner,Flera kommuner,3,True,225,IHM Business School AB Malmö,2021,MYH 2021/3274
"Ekonomi, administration och försäljning",Key Account Manager,Stockholm,Solna,1,False,200,Sälj & Marknadshögskolan i Sverige AB - Stockholm,2021,MYH 2021/3195
"Ekonomi, administration och försäljning",Key Account Manager,Östergötland,Linköping,1,False,200,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3559
"Ekonomi, administration och försäljning",Kvalificerad Inköpare,Stockholm,Stockholm,1,False,400,Företagsekonomiska Institutet 1888 AB,2021,MYH 2021/4105
"Ekonomi, administration och försäljning",Löne- och ekonomikonsult,Västra Götaland,Härryda,1,False,300,"Härryda kommun, Yrkeshögskolan i Mölnlycke",2021,MYH 2021/3612
"Ekonomi, administration och försäljning",Löneekonom - inriktning systemkunskap,Stockholm,Stockholm,1,False,400,"Stockholms stad, Frans Schartaus Handelsinstitut",2021,MYH 2021/3951
"Ekonomi, administration och försäljning",Lönekonsult med digital kompetens,Gävleborg,Gävle,1,False,420,Plushögskolan AB - Affärshögskolan,2021,MYH 2021/3367
"Ekonomi, administration och försäljning",Lönespecialist ,Flera kommuner,Flera kommuner,2,True,400,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3933
"Ekonomi, administration och försäljning",Lönespecialist med systeminriktning,Stockholm,Stockholm,1,False,400,Iterum Education AB,2021,MYH 2021/3842
"Ekonomi, administration och försäljning",Marketing Automation,Stockholm,Stockholm,1,False,400,Medieinstitutet i Sverige AB,2021,MYH 2021/4342
"Ekonomi, administration och försäljning",Marketing Automation Specialist ,Skåne,Helsingborg,1,False,400,YrkesAkademin YH AB,2021,MYH 2021/3368
"Ekonomi, administration och försäljning",Marketing Automation Specialist ,Stockholm,Järfälla,1,False,400,YrkesAkademin YH AB,2021,MYH 2021/4168
"Ekonomi, administration och försäljning",Marknadskoordinator,Stockholm,Stockholm,1,False,320,Medieinstitutet i Sverige AB,2021,MYH 2021/4404
"Ekonomi, administration och försäljning",Medicinsk sekreterare,Stockholm,Botkyrka,1,False,400,"Botkyrka kommun, Xenter Botkyrka",2021,MYH 2021/3935
"Ekonomi, administration och försäljning",Medicinsk sekreterare,Stockholm,Stockholm,1,False,400,"Stockholms stad, Frans Schartaus Handelsinstitut",2021,MYH 2021/4220
"Ekonomi, administration och försäljning",Medicinsk sekreterare,Västra Götaland,Skövde,1,False,400,"Skövde kommun, Skövde Yrkeshögskola",2021,MYH 2021/4191
"Ekonomi, administration och försäljning",Medicinsk vårdadministratör,Örebro,Örebro,1,False,400,Consensus Sverige AB,2021,MYH 2021/3736
"Ekonomi, administration och försäljning",Online Merchandiser,Västra Götaland,Göteborg,1,False,400,Sälj & Marknadshögskolan i Sverige AB,2021,MYH 2021/3085
"Ekonomi, administration och försäljning",Onlinemarknadsförare GBG,Västra Götaland,Göteborg,1,False,320,Medieinstitutet i Sverige AB,2021,MYH 2021/4365
"Ekonomi, administration och försäljning",Optikerassistent,Jönköping,Jönköping,1,False,200,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3533
"Ekonomi, administration och försäljning",Payroll Business Partner,Skåne,Malmö,1,False,410,Stockholm School of Business,2021,MYH 2021/4348
"Ekonomi, administration och försäljning",Redovisningsekonom,Skåne,Helsingborg,1,False,430,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3855
"Ekonomi, administration och försäljning",Redovisningskonsult,Flera kommuner,Flera kommuner,7,True,400,Företagsekonomiska Institutet 1888 AB,2021,MYH 2021/4391
"Ekonomi, administration och försäljning",Redovisningskonsult,Skåne,Helsingborg,1,False,440,Competensum Skåne Nordväst AB,2021,MYH 2021/3699
"Ekonomi, administration och försäljning",Redovisningskonsult,Stockholm,Stockholm,1,False,400,Företagsekonomiska Institutet 1888 AB,2021,MYH 2021/4109
"Ekonomi, administration och försäljning",Redovisningskonsult,Stockholm,Stockholm,1,False,410,Stockholm School of Business,2021,MYH 2021/3567
"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling,Flera kommuner,Flera kommuner,2,True,430,One Academy AB,2021,MYH 2021/4249
"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling ,Flera kommuner,Flera kommuner,2,True,430,One Academy AB,2021,MYH 2021/4200
"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling ,Västra Götaland,Göteborg,1,False,430,One Academy AB,2021,MYH 2021/4185
"Ekonomi, administration och försäljning",Strategiskt inköp och upphandling ,Östergötland,Linköping,1,False,430,One Academy AB,2021,MYH 2021/4214
"Ekonomi, administration och försäljning",Technical Account Manager,Örebro,Örebro,1,False,420,Hermods AB Örebro,2021,MYH 2021/3921
"Ekonomi, administration och försäljning",Technicial Sales Manager,Stockholm,Stockholm,1,False,405,Plushögskolan AB - Teknikhögskolan,2021,MYH 2021/3253
"Ekonomi, administration och försäljning",Tullspecialist,Stockholm,Stockholm,1,False,300,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3136
"Ekonomi, administration och försäljning",Tullspecialist (CCS),Västra Götaland,Härryda,1,False,300,"Härryda kommun, Yrkeshögskolan i Mölnlycke",2021,MYH 2021/3604
"Ekonomi, administration och försäljning",Verksamhetsledare/Samordnare inom social omsorg,Stockholm,Upplands-Bro,1,False,200,"Upplands-Bro kommun, Vuxenutbildningen",2021,MYH 2021/3729
"Ekonomi, administration och försäljning",Visual Merchandiser,Stockholm,Stockholm,1,False,300,"Stockholms stad, Frans Schartaus Handelsinstitut",2021,MYH 2021/3939
"Ekonomi, administration och försäljning",Visual Merchandiser - Unified Commerce,Västra Götaland,Göteborg,1,False,400,IHM Business School AB Göteborg,2021,MYH 2021/3303
"Ekonomi, administration och försäljning",Vårdadministratör,Östergötland,Linköping,1,False,400,Östsvenska Yrkeshögskolan AB,2021,MYH 2021/3300
Friskvård och kroppsvård,Hud- och Spaterapeut,Stockholm,Nacka,1,False,300,Hudvårdshögskolan International Beauty School of Sweden AB,2021,MYH 2021/3548
Friskvård och kroppsvård,Hud- och Spaterapeut,Stockholm,Solna,1,False,300,Yrkeshögskolan för Hudvård & Spa AB,2021,MYH 2021/3668
Friskvård och kroppsvård,Hud- och Spaterapeut,Stockholm,Stockholm,1,False,300,Axelsons Gymnastiska Institut,2021,MYH 2021/3876
Friskvård och kroppsvård,Massage- och Friskvårdsterapeut,Östergötland,Linköping,1,False,400,Bergqvists Massage & Friskvårdsutbildningar AB,2021,MYH 2021/3337
"Hotell, restaurang och turism",Affärsutvecklare besöksnäring ,Flera kommuner,Flera kommuner,2,True,400,YrkesAkademin YH AB,2021,MYH 2021/3558
"Hotell, restaurang och turism",Affärsutvecklare besöksnäring ,Flera kommuner,Flera kommuner,2,True,400,YrkesAkademin YH AB,2021,MYH 2021/3554
"Hotell, restaurang och turism",Affärsutvecklare besöksnäring ,Jämtland,Åre,1,False,400,YrkesAkademin YH AB,2021,MYH 2021/3552
"Hotell, restaurang och turism",Arbetsledare inom måltidsservice ,Jönköping,Tranås,1,False,200,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3453
"Hotell, restaurang och turism","Congress, conference and meeting professional - PCO",Flera kommuner,Flera kommuner,3,True,420,Idéutvecklarna AB,2021,MYH 2021/3528
"Hotell, restaurang och turism",Driftansvarig hotell,Västra Götaland,Göteborg,1,False,210,"Göteborgs Stad, Yrgo",2021,MYH 2021/4127
"Hotell, restaurang och turism",Food & Beverage Manager,Stockholm,Stockholm,1,False,300,Företagsekonomiska Institutet 1888 AB,2021,MYH 2021/4411
"Hotell, restaurang och turism",Hotel & Restaurant Manager ,Flera kommuner,Flera kommuner,2,True,305,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3537
"Hotell, restaurang och turism",Hotel Supervisor,Flera kommuner,Flera kommuner,3,True,225,YrkesAkademin YH AB,2021,MYH 2021/3910
"Hotell, restaurang och turism",Internationell Sommelier - Matsalsschef,Stockholm,Stockholm,1,False,200,Restaurangakademien AB,2021,MYH 2021/4346
"Hotell, restaurang och turism",Koordinator inom besöksnäringen,Skåne,Båstad,1,False,400,Båstad kommun Akademi Båstad,2021,MYH 2021/3617
"Hotell, restaurang och turism",Köksmästare,Västra Götaland,Göteborg,1,False,150,"Göteborgs Stad, Yrgo",2021,MYH 2021/3756
"Hotell, restaurang och turism",Management inom hotell och besöksnäring,Skåne,Malmö,1,False,300,TEC Travel Education Centre AB,2021,MYH 2021/4429
"Hotell, restaurang och turism",Management inom hotell och besöksnäring,Stockholm,Stockholm,1,False,300,TEC Travel Education Centre AB,2021,MYH 2021/4428
"Hotell, restaurang och turism",Management inom hotell och besöksnäring,Västra Götaland,Göteborg,1,False,300,TEC Travel Education Centre AB,2021,MYH 2021/4426
"Hotell, restaurang och turism",Musik- och eventarrangör,Södermanland,Nyköping,1,False,400,Campus Nyköping,2021,MYH 2021/3577
"Hotell, restaurang och turism",Project Manager Meetings and Events,Stockholm,Stockholm,1,False,400,TEC Travel Education Centre AB,2021,MYH 2021/4401
"Hotell, restaurang och turism",Service Manager ,Skåne,Malmö,1,False,400,Malmö stad Yrkeshögskolan Malmö,2021,MYH 2021/3767
"Hotell, restaurang och turism",TRAC Turism- och Resekonsult ,Uppsala,Uppsala,1,False,400,YrkesAkademin YH AB,2021,MYH 2021/3310
Hälso- och sjukvård samt socialt arbete,Aktiveringspedagog inriktning äldre/rehabilitering,Västra Götaland,Mölndal,1,False,300,Campus Mölndal,2021,MYH 2021/4019
Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Norrbotten,Luleå,1,False,200,Lernia Utbildning AB,2021,MYH 2021/3482
Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Skåne,Malmö,1,False,200,Lernia Utbildning AB,2021,MYH 2021/3483
Hälso- och sjukvård samt socialt arbete,Ambulanssjukvårdare,Uppsala,Uppsala,1,False,200,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,2021,MYH 2021/3829
Hälso- och sjukvård samt socialt arbete,Apotekstekniker,Stockholm,Stockholm,1,False,300,"Stockholms stad, Frans Schartaus Handelsinstitut",2021,MYH 2021/3916
Hälso- och sjukvård samt socialt arbete,Apotekstekniker,Stockholm,Stockholm,1,False,300,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/4390
Hälso- och sjukvård samt socialt arbete,Apotekstekniker ,Västra Götaland,Göteborg,1,False,300,"Göteborgs Stad, Yrgo",2021,MYH 2021/4102
Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Flera kommuner,Flera kommuner,2,True,400,Campus Nynäshamn,2021,MYH 2021/3912
Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Gävleborg,Hudiksvall,1,False,440,Hudiksvall kommun CUL,2021,MYH 2021/3532
Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Skåne,Eslöv,1,False,400,Eslövs Folkhögskola,2021,MYH 2021/3812
Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Västernorrland,Sollefteå,1,False,400,Sollefteå kommun - Reveljen,2021,MYH 2021/3844
Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Västra Götaland,Trollhättan,1,False,400,YrkesAkademin YH AB,2021,MYH 2021/3381
Hälso- och sjukvård samt socialt arbete,Behandlingspedagog,Östergötland,Linköping,1,False,420,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3121
Hälso- och sjukvård samt socialt arbete,Behandlingspedagog ,Dalarna,Falun,1,False,400,YrkesAkademin YH AB,2021,MYH 2021/3394
Hälso- och sjukvård samt socialt arbete,Behandlingspedagog ,Uppsala,Uppsala,1,False,400,YrkesAkademin YH AB,2021,MYH 2021/3570
Hälso- och sjukvård samt socialt arbete,Demensspecialiserad undersköterska,Värmland,Forshaga,1,False,200,"Forshaga kommun, Forshaga Yrkeshögskola",2021,MYH 2021/3644
Hälso- och sjukvård samt socialt arbete,Förändringsledare inom välfärden,Flera kommuner,Flera kommuner,3,True,300,Plushögskolan AB - Vårdyrkeshögskolan,2021,MYH 2021/3224
Hälso- och sjukvård samt socialt arbete,Handledare - Socialpsykiatri,Skåne,Eslöv,1,False,400,"Eslövs kommun, Yrkeshögskolan i Eslöv",2021,MYH 2021/3821
Hälso- och sjukvård samt socialt arbete,Handledare inom LSS och socialpsykiatri,Flera kommuner,Flera kommuner,3,True,250,Plushögskolan AB - Vårdyrkeshögskolan,2021,MYH 2021/3234
Hälso- och sjukvård samt socialt arbete,Instrument och Steriltekniker ,Dalarna,Falun,1,False,315,YrkesAkademin YH AB,2021,MYH 2021/3521
Hälso- och sjukvård samt socialt arbete,Instrument och Steriltekniker ,Östergötland,Linköping,1,False,315,YrkesAkademin YH AB,2021,MYH 2021/3524
Hälso- och sjukvård samt socialt arbete,Medicinsk Massageterapeut,Skåne,Malmö,1,False,400,Bergqvists Massage & Friskvårdsutbildningar AB,2021,MYH 2021/3333
Hälso- och sjukvård samt socialt arbete,Medicinsk Massageterapeut,Stockholm,Stockholm,1,False,400,Bergqvists Massage & Friskvårdsutbildningar AB,2021,MYH 2021/3335
Hälso- och sjukvård samt socialt arbete,Socialpedagog,Norrbotten,Piteå,1,False,400,Lernia Utbildning AB,2021,MYH 2021/3616
Hälso- och sjukvård samt socialt arbete,Socialpedagog med inriktning KBT,Västmanland,Västerås,1,False,425,Västerås Stad/Barn- och Utbildningsförvaltningen/Västerås Yrkeshögskola,2021,MYH 2021/3620
Hälso- och sjukvård samt socialt arbete,Socialpedagog med särskild kompetens inom KBT,Skåne,Malmö,1,False,400,Sverigehälsan AB,2021,MYH 2021/3887
Hälso- och sjukvård samt socialt arbete,Socialpedagog/ Behandlingspedagog med interkulturell profil,Västra Götaland,Göteborg,1,False,400,Finska folkhögskolans stiftelse,2021,MYH 2021/3714
Hälso- och sjukvård samt socialt arbete,Specialiserad undersköterska i demensvård,Västernorrland,Kramfors,1,False,200,"Kramfors kommun, Yrkeshögskolan Höga kusten",2021,MYH 2021/3888
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska - Äldres hälsa och ohälsa,Flera kommuner,Flera kommuner,6,True,200,"Kristianstad kommun, Vuxenutbildningen",2021,MYH 2021/3923
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska akut- och intensivvård,Östergötland,Linköping,1,False,200,Östsvenska Yrkeshögskolan AB,2021,MYH 2021/3779
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska- avancerad nära vård inom kommunal verksamhet,Flera kommuner,Flera kommuner,2,True,240,Köpings kommun,2021,MYH 2021/3802
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Demensvård,Örebro,Örebro,1,False,235,Örebro kommun Yrkesutbildningscenter,2021,MYH 2021/3213
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom demens,Västmanland,Arboga,1,False,200,"Arboga kommun, Vuxenutbildningen",2021,MYH 2021/3504
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom demensvård,Flera kommuner,Flera kommuner,3,True,210,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/4437
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom Laboratoriemedicin,Stockholm,Stockholm,1,False,200,Lernia Utbildning AB,2021,MYH 2021/3522
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom psykiatri ,Flera kommuner,Flera kommuner,2,True,210,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/4060
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom äldreomsorg,Västra Götaland,Skövde,1,False,200,"Skövde kommun, Skövde Yrkeshögskola",2021,MYH 2021/4063
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska inom äldrevård med inriktning hälsa och rehabilitering,Uppsala,Uppsala,1,False,200,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,2021,MYH 2021/3892
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Multisjuka Äldre,Stockholm,Stockholm,1,False,200,KompetensUtvecklingsInstitutet Sverige AB,2021,MYH 2021/3340
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Palliativ vård,Örebro,Örebro,1,False,235,Örebro kommun Yrkesutbildningscenter,2021,MYH 2021/3254
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska Psykisk ohälsa/Skötare,Örebro,Örebro,1,False,235,Örebro kommun Yrkesutbildningscenter,2021,MYH 2021/3214
Hälso- och sjukvård samt socialt arbete,Specialistundersköterska röntgen,Östergötland,Linköping,1,False,200,MedLearn AB,2021,MYH 2021/3502
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska akutsjukvård distans,Västra Götaland,Vänersborg,1,False,200,"Kunskapsförbundet Väst, Vuxenutbildningen",2021,MYH 2021/3545
Hälso- och sjukvård samt socialt arbete,"Specialistutbildad undersköterska anestesi, operation och intensivvård",Flera kommuner,Flera kommuner,3,True,200,"Göteborgs Stad, Yrgo",2021,MYH 2021/3915
Hälso- och sjukvård samt socialt arbete,"Specialistutbildad undersköterska anestesi, operation och intensivvård",Stockholm,Stockholm,1,False,200,"Stockholms stad, Frans Schartaus Handelsinstitut",2021,MYH 2021/4137
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska barn- och ungdomssjukvård,Västra Götaland,Göteborg,1,False,200,"Göteborgs Stad, Yrgo",2021,MYH 2021/3947
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom demens ,Stockholm,Sollentuna,1,False,200,Consensum YH S,2021,MYH 2021/4362
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom psykisk ohälsa ,Skåne,Lund,1,False,200,Consensum YH L,2021,MYH 2021/3428
Hälso- och sjukvård samt socialt arbete,Specialistutbildad undersköterska inom vård och omsorg om äldre,Västra Götaland,Härryda,1,False,200,Härryda kommun,2021,MYH 2021/3825
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Flera kommuner,Flera kommuner,2,True,200,KompetensUtvecklingsInstitutet Sverige AB,2021,MYH 2021/3349
Hälso- och sjukvård samt socialt arbete,Stödpedagog,Västra Götaland,Göteborg,1,False,200,"Göteborgs Stad, Yrgo",2021,MYH 2021/4000
Hälso- och sjukvård samt socialt arbete,Stödpedagog ,Flera kommuner,Flera kommuner,2,True,200,KompetensUtvecklingsInstitutet Sverige AB,2021,MYH 2021/3498
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Flera kommuner,Flera kommuner,3,True,200,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3118
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Gävleborg,Hofors,1,False,200,Omsorgsförlaget,2021,MYH 2021/3822
Hälso- och sjukvård samt socialt arbete,Stödpedagog inom funktionshinderområdet,Västerbotten,Umeå,1,False,200,Hermods AB Umeå,2021,MYH 2021/2911
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Flera kommuner,Flera kommuner,2,True,325,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3111
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Jämtland,Östersund,1,False,325,Folkuniversitetet – Kursverksamheten vid Umeå Universitet,2021,MYH 2021/4298
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Kalmar,Oskarshamn,1,False,325,"Oskarshamns kommun, Nova Utbildning, FoU & Affärsutveckling",2021,MYH 2021/3420
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Skåne,Malmö,1,False,325,Malmö stad Yrkeshögskolan Malmö,2021,MYH 2021/3773
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Stockholm,Stockholm,1,False,325,MedLearn AB,2021,MYH 2021/3553
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Stockholm,Stockholm,1,False,325,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3406
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Västernorrland,Sundsvall,1,False,325,YrkesAkademin YH AB,2021,MYH 2021/3342
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Västmanland,Västerås,1,False,325,MedLearn AB,2021,MYH 2021/3503
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Västra Götaland,Göteborg,1,False,325,"Folktandvården Västra Götalandsregionen, Tandsköterskeutbildningen",2021,MYH 2021/3584
Hälso- och sjukvård samt socialt arbete,Tandsköterska,Västra Götaland,Uddevalla,1,False,325,"Folktandvården Västra Götalandsregionen, Tandsköterskeutbildningen",2021,MYH 2021/3591
Hälso- och sjukvård samt socialt arbete,Tandsköterska ,Jönköping,Tranås,1,False,325,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3112
Hälso- och sjukvård samt socialt arbete,"Undersköterska med specialistutbildning inom anestesi, operation och intensivvård",Skåne,Malmö,1,False,200,Lernia Utbildning AB,2021,MYH 2021/4046
Hälso- och sjukvård samt socialt arbete,Undersköterska/Stödassistent med specialistkompetens inom välfärdsteknologi,Flera kommuner,Flera kommuner,2,True,100,"Göteborgs Stad, Yrgo",2021,MYH 2021/3982
Hälso- och sjukvård samt socialt arbete,Äldrespecialiserad undersköterska ,Flera kommuner,Flera kommuner,2,True,210,"Göteborgs Stad, Yrgo",2021,MYH 2021/4009
Journalistik och information,Teknikinformatör,Stockholm,Solna,1,False,220,Hermods AB Stockholm,2021,MYH 2021/3259
Journalistik och information,Teknikinformatör,Västra Götaland,Göteborg,1,False,230,Folkuniversitetet Kursverksamheten vid Göteborgs universitet,2021,MYH 2021/4062
Journalistik och information,Yrkesfotograf - fotografi och rörlig bild,Uppsala,Håbo,1,False,600,Stiftelsen Nordens Biskops-Arnö,2021,MYH 2021/3240
Juridik,Paralegal,Stockholm,Stockholm,1,False,400,Medborgarskolan i Stockholm - Påhlmans Handelsinstitut ,2021,MYH 2021/3622
"Kultur, media och design",Art Director & Copywriter,Västra Götaland,Göteborg,1,False,400,"Göteborgs Stad, Yrgo",2021,MYH 2021/4194
"Kultur, media och design",Bildbehandlare,Stockholm,Stockholm,1,False,500,Folkuniversitetet - Kursverksamheten vid Stockholms universitet,2021,MYH 2021/4343
"Kultur, media och design",Computer Graphics Design Produktvisualisering,Västra Götaland,Göteborg,1,False,400,"Göteborgs Stad, Yrgo",2021,MYH 2021/3872
"Kultur, media och design",Design Lead,Stockholm,Stockholm,1,False,225,Hyper Island Program AB - Stockholm,2021,MYH 2021/3597
"Kultur, media och design",Digital Content Designer,Skåne,Malmö,1,False,400,Medieinstitutet i Sverige AB,2021,MYH 2021/4424
"Kultur, media och design",Digital designer,Värmland,Sunne,1,False,410,Sunne kommun/Brobygrafiska,2021,MYH 2021/3863
"Kultur, media och design",Digital innehållsproducent,Östergötland,Linköping,1,False,400,TUC Sweden AB - Yrkeshögskola,2021,MYH 2021/3606
"Kultur, media och design",Filmarbetare / Freelance filmworker,Stockholm,Stockholm,1,False,330,Newton Kompetensutveckling AB,2021,MYH 2021/3228
"Kultur, media och design",Filmarbetare i samordnande teamfunktioner,Västra Götaland,Trollhättan,1,False,400,"Kunskapsförbundet Väst, Vuxenutbildningen",2021,MYH 2021/4307
"Kultur, media och design",Futuregames Game Artist,Värmland,Karlstad,1,False,470,Changemaker Educations AB,2021,MYH 2021/4286
